,brewery_id,breweries,in_business,city,state,latitude,longitude,brewery_type,phone,website,beer_id,availability,beer_name,beer_style,abv,ibu,is_retired,master_style
500,SWMzJ3,Ass Clown Brewing Company,Y,Cornelius,North Carolina,35.4577774,-80.8545343,Micro Brewery,704-995-7767,http://www.assclownbrewing.com/,kNOIG6,Limited,Directionally Challenged,American-Style India Pale Ale,5.5,,N,IPA
501,SWMzJ3,Ass Clown Brewing Company,Y,Cornelius,North Carolina,35.4577774,-80.8545343,Micro Brewery,704-995-7767,http://www.assclownbrewing.com/,kNOIG6,Limited,Directionally Challenged,American-Style India Pale Ale,5.5,,N,IPA
502,bv8S0U,Barrel Culture,Y,Durham,North Carolina,35.893296,-78.888539,Micro Brewery,(919) 908-9659,https://www.facebook.com/BarrelCulture/,0OwQlz,,Game Over (Passionfruit & Guava),Wood- and Barrel-Aged Sour Beer,5.0,5.0,N,Other
503,bv8S0U,Barrel Culture,Y,Durham,North Carolina,35.893296,-78.888539,Micro Brewery,(919) 908-9659,https://www.facebook.com/BarrelCulture/,0OwQlz,,Game Over (Passionfruit & Guava),Wood- and Barrel-Aged Sour Beer,5.0,5.0,N,Other
504,bv8S0U,Barrel Culture,Y,Durham,North Carolina,35.893296,-78.888539,Micro Brewery,(919) 908-9659,https://www.facebook.com/BarrelCulture/,0OwQlz,,Game Over (Passionfruit & Guava),Wood- and Barrel-Aged Sour Beer,5.0,5.0,N,Other
505,j8PiMZ,Billy Beer Inc,Y,Walstonburg,North Carolina,35.5945518,-77.699914,Production Facility,984-444-6826,www.billybeer.com,Pawrp5,Year Round,Billy Beer,American-Style Light (Low Calorie) Lager,3.2,12.0,N,Lager
506,j8PiMZ,Billy Beer Inc,Y,Walstonburg,North Carolina,35.5945518,-77.699914,Production Facility,984-444-6826,www.billybeer.com,VvbN8F,Year Round,Billy's Wild Weekend,American-Style Lager,4.43,11.0,N,Lager
507,j8PiMZ,Billy Beer Inc,Y,Walstonburg,North Carolina,35.5945518,-77.699914,Production Facility,984-444-6826,www.billybeer.com,giyQU1,,The Wonderworker,Belgian-Style Tripel,8.1,19.0,N,Other
508,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,Ttua0u,,Astral Bootie,Session India Pale Ale,4.5,40.0,N,IPA
509,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,geWWbe,,Barley's Best Bitter,Special Bitter or Best Bitter,4.75,,N,Other
510,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,rLttNr,,Barrel Aged Hooligan Scotch Ale,Scottish-Style Heavy Ale,8.5,,N,Ale
511,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,ZKYp4r,Year Round,Black Dome,American-Style Stout,6.0,,N,Stout
512,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,rpXeHZ,Year Round,Brown Bear,American-Style Brown Ale,5.2,,N,Ale
513,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,Fjoc0r,,CLT IPA,American-Style India Pale Ale,7.2,80.0,N,IPA
514,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,5TavcM,Limited,Deep State Baltic Porter,Baltic-Style Porter,7.2,33.0,N,Porter
515,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,Z6D5XP,,Dunkelweizen,South German-Style Dunkel Weizen / Dunkel Weissbier,0.0,0.0,N,Other
516,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,ia3EgD,Limited,Emperor Charlemagne,Wood- and Barrel-Aged Sour Beer,9.6,,N,Other
517,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,KSlTEX,,Endless Trail Helles,Münchner (Munich)-Style Helles,5.0,25.0,N,Other
518,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,BPvtgq,,Farmer Brett,Brett Beer,0.0,0.0,N,Other
519,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,YZbMOg,Year Round,Farmer Ted's,American-Style Cream Ale or Lager,6.0,,N,Lager
520,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,CHpKlO,,Festbier Lager,German-Style Märzen,5.3,25.0,N,Other
521,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,GijAEE,Year Round,Firewater,American-Style India Pale Ale,6.0,65.0,N,IPA
522,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,8xxqwl,,Friki Tiki - Blood Orange,American-Style India Pale Ale,6.5,65.0,N,IPA
523,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,GaHyVt,,Friki Tiki - Guava,American-Style India Pale Ale,6.5,60.0,N,IPA
524,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,U9GSR0,Year Round,Honest Injun Stout,American-Style Stout,,,N,Stout
525,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,QiegNp,,Hooligan Scotch Ale,Scotch Ale,8.0,,N,Ale
526,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,BeHdEI,,Hop Series #1 - The Nose,American-Style India Pale Ale,4.75,,N,IPA
527,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,ZAUawZ,,Hopness Monster IPA,American-Style India Pale Ale,6.5,60.0,N,IPA
528,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,ZjsVCB,Seasonal,Hyper Monkey Stout,American-Style Stout,6.0,,N,Stout
529,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,6SzGaR,Limited,Indian Head Red Ale,American-Style Amber/Red Ale,,,N,Ale
530,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,xQ9h2k,Spring,King Coconut Porter,Robust Porter,5.2,,N,Porter
531,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,L6QstJ,Fall,King Don's Pumpkin Ale,Pumpkin Beer,5.5,,N,Other
532,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,qaEOPv,Seasonal,King Winterbolt,Herb and Spice Beer,7.0,,N,Other
533,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,H3rsLl,,LD's Belgian Tripel,Belgian-Style Tripel,10.0,30.0,N,Other
534,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,6MlKTp,,Le Sexxxy,French & Belgian-Style Saison,7.6,,N,Saison
535,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,Kh7Clz,Year Round,Mother Trucker,American-Style Pale Ale,5.0,51.0,N,Pale Ale
536,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,pTVR3D,,Oh Pale Yeah!,Session Beer,4.5,37.0,N,Other
537,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,ClwsPo,,Peanut Butter Jelly Time,Specialty Beer,5.75,,N,Other
538,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,ny0RNj,,Quiet Rye-Ot,Brown Porter,5.2,,N,Porter
539,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,6DdOAL,,RED-iculous,American-Style India Pale Ale,6.0,58.0,N,IPA
540,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,iNOOcY,Year Round,Red-iculous Red IPA,American-Style India Pale Ale,6.0,,N,IPA
541,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,x0q0vQ,Year Round,Revenuers Red Ale,American-Style Amber/Red Ale,5.2,,N,Ale
542,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,VX3aMW,,Riverkeeper Apple Sour,American-Style Sour Ale,5.4,15.0,N,Ale
543,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,BqOpTP,,Small Batch Pineapple IPA,American-Style India Pale Ale,6.5,60.0,N,IPA
544,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,i92f56,,Ted Light Lime,American-Style Light (Low Calorie) Lager,4.5,7.0,N,Lager
545,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,imi4js,Year Round,White Zombie,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.1,,N,Other
546,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,wmUHNy,,Wolfeman Kolsch,German-Style Kölsch / Köln-Style Kölsch,0.0,0.0,N,Other
547,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,Ttua0u,,Astral Bootie,Session India Pale Ale,4.5,40.0,N,IPA
548,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,geWWbe,,Barley's Best Bitter,Special Bitter or Best Bitter,4.75,,N,Other
549,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,rLttNr,,Barrel Aged Hooligan Scotch Ale,Scottish-Style Heavy Ale,8.5,,N,Ale
550,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,ZKYp4r,Year Round,Black Dome,American-Style Stout,6.0,,N,Stout
551,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,rpXeHZ,Year Round,Brown Bear,American-Style Brown Ale,5.2,,N,Ale
552,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,Fjoc0r,,CLT IPA,American-Style India Pale Ale,7.2,80.0,N,IPA
553,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,5TavcM,Limited,Deep State Baltic Porter,Baltic-Style Porter,7.2,33.0,N,Porter
554,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,Z6D5XP,,Dunkelweizen,South German-Style Dunkel Weizen / Dunkel Weissbier,0.0,0.0,N,Other
555,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,ia3EgD,Limited,Emperor Charlemagne,Wood- and Barrel-Aged Sour Beer,9.6,,N,Other
556,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,KSlTEX,,Endless Trail Helles,Münchner (Munich)-Style Helles,5.0,25.0,N,Other
557,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,BPvtgq,,Farmer Brett,Brett Beer,0.0,0.0,N,Other
558,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,YZbMOg,Year Round,Farmer Ted's,American-Style Cream Ale or Lager,6.0,,N,Lager
559,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,CHpKlO,,Festbier Lager,German-Style Märzen,5.3,25.0,N,Other
560,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,GijAEE,Year Round,Firewater,American-Style India Pale Ale,6.0,65.0,N,IPA
561,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,8xxqwl,,Friki Tiki - Blood Orange,American-Style India Pale Ale,6.5,65.0,N,IPA
562,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,GaHyVt,,Friki Tiki - Guava,American-Style India Pale Ale,6.5,60.0,N,IPA
563,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,U9GSR0,Year Round,Honest Injun Stout,American-Style Stout,,,N,Stout
564,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,QiegNp,,Hooligan Scotch Ale,Scotch Ale,8.0,,N,Ale
565,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,BeHdEI,,Hop Series #1 - The Nose,American-Style India Pale Ale,4.75,,N,IPA
566,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,ZAUawZ,,Hopness Monster IPA,American-Style India Pale Ale,6.5,60.0,N,IPA
567,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,ZjsVCB,Seasonal,Hyper Monkey Stout,American-Style Stout,6.0,,N,Stout
568,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,6SzGaR,Limited,Indian Head Red Ale,American-Style Amber/Red Ale,,,N,Ale
569,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,xQ9h2k,Spring,King Coconut Porter,Robust Porter,5.2,,N,Porter
570,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,L6QstJ,Fall,King Don's Pumpkin Ale,Pumpkin Beer,5.5,,N,Other
571,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,qaEOPv,Seasonal,King Winterbolt,Herb and Spice Beer,7.0,,N,Other
572,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,H3rsLl,,LD's Belgian Tripel,Belgian-Style Tripel,10.0,30.0,N,Other
573,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,6MlKTp,,Le Sexxxy,French & Belgian-Style Saison,7.6,,N,Saison
574,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,Kh7Clz,Year Round,Mother Trucker,American-Style Pale Ale,5.0,51.0,N,Pale Ale
575,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,pTVR3D,,Oh Pale Yeah!,Session Beer,4.5,37.0,N,Other
576,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,ClwsPo,,Peanut Butter Jelly Time,Specialty Beer,5.75,,N,Other
577,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,ny0RNj,,Quiet Rye-Ot,Brown Porter,5.2,,N,Porter
578,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,6DdOAL,,RED-iculous,American-Style India Pale Ale,6.0,58.0,N,IPA
579,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,iNOOcY,Year Round,Red-iculous Red IPA,American-Style India Pale Ale,6.0,,N,IPA
580,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,x0q0vQ,Year Round,Revenuers Red Ale,American-Style Amber/Red Ale,5.2,,N,Ale
581,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,VX3aMW,,Riverkeeper Apple Sour,American-Style Sour Ale,5.4,15.0,N,Ale
582,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,BqOpTP,,Small Batch Pineapple IPA,American-Style India Pale Ale,6.5,60.0,N,IPA
583,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,i92f56,,Ted Light Lime,American-Style Light (Low Calorie) Lager,4.5,7.0,N,Lager
584,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,imi4js,Year Round,White Zombie,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.1,,N,Other
585,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.5659744,-82.5397969,Micro Brewery,,http://catawbabrewing.com/,wmUHNy,,Wolfeman Kolsch,German-Style Kölsch / Köln-Style Kölsch,0.0,0.0,N,Other
586,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,Ttua0u,,Astral Bootie,Session India Pale Ale,4.5,40.0,N,IPA
587,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,geWWbe,,Barley's Best Bitter,Special Bitter or Best Bitter,4.75,,N,Other
588,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,rLttNr,,Barrel Aged Hooligan Scotch Ale,Scottish-Style Heavy Ale,8.5,,N,Ale
589,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,ZKYp4r,Year Round,Black Dome,American-Style Stout,6.0,,N,Stout
590,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,rpXeHZ,Year Round,Brown Bear,American-Style Brown Ale,5.2,,N,Ale
591,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,Fjoc0r,,CLT IPA,American-Style India Pale Ale,7.2,80.0,N,IPA
592,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,5TavcM,Limited,Deep State Baltic Porter,Baltic-Style Porter,7.2,33.0,N,Porter
593,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,Z6D5XP,,Dunkelweizen,South German-Style Dunkel Weizen / Dunkel Weissbier,0.0,0.0,N,Other
594,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,ia3EgD,Limited,Emperor Charlemagne,Wood- and Barrel-Aged Sour Beer,9.6,,N,Other
595,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,KSlTEX,,Endless Trail Helles,Münchner (Munich)-Style Helles,5.0,25.0,N,Other
596,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,BPvtgq,,Farmer Brett,Brett Beer,0.0,0.0,N,Other
597,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,YZbMOg,Year Round,Farmer Ted's,American-Style Cream Ale or Lager,6.0,,N,Lager
598,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,CHpKlO,,Festbier Lager,German-Style Märzen,5.3,25.0,N,Other
599,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,GijAEE,Year Round,Firewater,American-Style India Pale Ale,6.0,65.0,N,IPA
600,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,8xxqwl,,Friki Tiki - Blood Orange,American-Style India Pale Ale,6.5,65.0,N,IPA
601,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,GaHyVt,,Friki Tiki - Guava,American-Style India Pale Ale,6.5,60.0,N,IPA
602,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,U9GSR0,Year Round,Honest Injun Stout,American-Style Stout,,,N,Stout
603,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,QiegNp,,Hooligan Scotch Ale,Scotch Ale,8.0,,N,Ale
604,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,BeHdEI,,Hop Series #1 - The Nose,American-Style India Pale Ale,4.75,,N,IPA
605,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,ZAUawZ,,Hopness Monster IPA,American-Style India Pale Ale,6.5,60.0,N,IPA
606,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,ZjsVCB,Seasonal,Hyper Monkey Stout,American-Style Stout,6.0,,N,Stout
607,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,6SzGaR,Limited,Indian Head Red Ale,American-Style Amber/Red Ale,,,N,Ale
608,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,xQ9h2k,Spring,King Coconut Porter,Robust Porter,5.2,,N,Porter
609,OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.82033390000001,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/,L6QstJ,Fall,King Don's Pumpkin Ale,Pumpkin Beer,5.5,,N,Other
