,brewery_id,beer_id,availability,beer_name,beer_style,abv,ibu,is_retired,master_style
1502,zeWbuM,RB2lBE,,El Paraiso Imperial Coffee Stout,American-Style Imperial Stout,9.5,50.0,N,Stout
1503,zeWbuM,i8n7rR,,Empress,Belgian-Style Tripel,9.2,29.0,N,Other
1504,zeWbuM,vNSl2l,,Empyrean Barrel Aged DIPA,Imperial or Double India Pale Ale,,,N,IPA
1505,zeWbuM,TTC70g,,Ferme De Chien,American-Style Sour Ale,5.8,,N,Ale
1506,zeWbuM,c89MhB,,Ferme de Grand-Père,Wild Beer,7.0,,N,Other
1507,zeWbuM,KqOFs4,,Fille De Ferme,French & Belgian-Style Saison,4.1,,N,Saison
1508,zeWbuM,hrOHKW,,Framboos Morte,Belgian-Style Fruit Lambic,5.8,,N,Other
1509,zeWbuM,GvLQuf,,Freak of Nature Double IPA,Imperial or Double India Pale Ale,8.5,,N,IPA
1510,zeWbuM,eb7YJu,,Freaky Friday DIPA,Imperial or Double India Pale Ale,9.4,100.0,N,IPA
1511,zeWbuM,oSmAG4,,French Toast Stout,Specialty Stouts,8.5,,N,Other
1512,zeWbuM,vsBuXs,,Garçon de Ferme,Wild Beer,6.2,,N,Other
1513,zeWbuM,0y4nnw,,Genesis Blonde Sour,Wood- and Barrel-Aged Sour Beer,6.6,,N,Other
1514,zeWbuM,rtijFf,,German Chocolate Cake,American-Style Imperial Stout,8.8,,N,Stout
1515,zeWbuM,VYn3DX,,Gluten FREEk,Gluten-Free Beer,,,N,Other
1516,zeWbuM,GuqMTL,,Glutenous Minimus,American-Style India Pale Ale,6.9,60.0,N,IPA
1517,zeWbuM,xvaspc,Limited,Golden Angel,Wild Beer,7.0,,N,Other
1518,zeWbuM,pKsZB3,,Guajava,Wild Beer,6.6,,N,Other
1519,zeWbuM,ERsAqc,,Happy Blending,Wild Beer,6.6,,N,Other
1520,zeWbuM,SjsyR4,,Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,5.4,,N,Hefeweizen
1521,zeWbuM,7sVrMy,,Heresy Brown Ale,American-Style Brown Ale,7.4,,N,Ale
1522,zeWbuM,kCEfWP,,Hop Burglar IPA,American-Style India Pale Ale,6.5,57.0,N,IPA
1523,zeWbuM,J7GqdV,,Hop Cocoa,Brown Porter,6.5,,N,Porter
1524,zeWbuM,IhlUMM,,Horti-Glory,French & Belgian-Style Saison,6.0,,N,Saison
1525,zeWbuM,vMxgbR,,Imperial Coolcumber,Wood- and Barrel-Aged Beer,9.0,,N,Other
1526,zeWbuM,qlaz03,,Incandescent,Wood- and Barrel-Aged Sour Beer,7.0,,N,Other
1527,zeWbuM,lupid2,,Incorangeible,American-Style India Pale Ale,7.5,,N,IPA
1528,zeWbuM,FbWQ6o,,Indulgence - Royal Cache Barrel Reserve Series,Brett Beer,9.6,,N,Other
1529,zeWbuM,MVxTfq,,Infidel Porter,Brown Porter,6.8,,N,Porter
1530,zeWbuM,a1wodd,,Iron Lady Black IPA,American-Style India Pale Ale,9.5,,N,IPA
1531,zeWbuM,8ZAWxN,,Juiceless IPA,American-Style India Pale Ale,7.7,,N,IPA
1532,zeWbuM,kRvKsv,,Khatta Masala,American-Style Sour Ale,7.7,,N,Ale
1533,zeWbuM,rbsfLG,,La Bonté With Figs,Wood- and Barrel-Aged Sour Beer,6.5,0.0,N,Other
1534,zeWbuM,TfchXI,,La Bonté With Pear,Wood- and Barrel-Aged Sour Beer,6.5,,N,Other
1535,zeWbuM,WW8X36,Year Round,La Bonte with Plum,American-Style Sour Ale,6.5,,N,Ale
1536,zeWbuM,T5Jn9U,,La Mûre Morte,American-Style Sour Ale,6.4,,N,Ale
1537,zeWbuM,A0uNLd,,Le Peche Blanc,French & Belgian-Style Saison,,,N,Saison
1538,zeWbuM,XQCeM9,,Lieutenant Dank,American-Style India Pale Ale,6.6,,N,IPA
1539,zeWbuM,tEZAcm,,Lil' Hershey Brown Ale,American-Style Brown Ale,5.2,34.0,N,Ale
1540,zeWbuM,YRPhu0,,Lost Toys Blend  #2,Wood- and Barrel-Aged Sour Beer,6.4,40.0,N,Other
1541,zeWbuM,pmqiHa,,Lunatic Blonde,Belgian-Style Blonde Ale,6.5,21.0,N,Ale
1542,zeWbuM,pZBjLH,,Lupulin Lab,American-Style India Pale Ale,7.2,,N,IPA
1543,zeWbuM,LcN97V,Limited,Lusus Naturae,Imperial or Double India Pale Ale,8.4,,N,IPA
1544,zeWbuM,VekAPs,,Malice,American-Style Sour Ale,6.0,,N,Ale
1545,zeWbuM,pDVNPC,,Marina,Wood- and Barrel-Aged Sour Beer,6.5,,N,Other
1546,zeWbuM,fW6fl9,,Medora,Wild Beer,6.6,,N,Other
1547,zeWbuM,VYHymD,,Melisseus Lavender Honey Ale,Specialty Honey Lager or Ale,6.2,32.0,N,Ale
1548,zeWbuM,coddoN,,Metatropics,Wild Beer,6.2,,N,Other
1549,zeWbuM,sFUDwC,,Milk & Cookies,Sweet or Cream Stout,7.2,,N,Stout
1550,zeWbuM,7s0mve,,Mint Julep,American-Style Amber/Red Ale,9.7,28.0,N,Ale
1551,zeWbuM,v5WGhI,,Montmaretto,Wild Beer,6.9,,N,Other
1552,zeWbuM,xhVyCR,,Montmartre,American-Style Sour Ale,6.9,,N,Ale
1553,zeWbuM,b9P5yi,,Moogfest Chocolate IPA,American-Style India Pale Ale,,,N,IPA
1554,zeWbuM,fPiLBK,,Mosaic Saison,French & Belgian-Style Saison,6.5,,N,Saison
1555,zeWbuM,KqbDiV,,Myrtille,American-Style Sour Ale,6.0,,N,Ale
1556,zeWbuM,vrxf0p,,Napoleon Complex,American-Style Pale Ale,5.2,,N,Pale Ale
1557,zeWbuM,LNnA30,,Nectarphillia,American-Style Sour Ale,,,N,Ale
1558,zeWbuM,5P2bIv,,Oak Fermented Cider,Fruit Cider,7.0,,N,Other
1559,zeWbuM,hilPSM,,Oaxacan,Wood- and Barrel-Aged Sour Beer,7.1,,N,Other
1560,zeWbuM,b1WplX,Limited,Oblivion,Wood- and Barrel-Aged Sour Beer,8.7,,N,Other
1561,zeWbuM,NzW2ds,,Oh My Quad,Belgian-Style Quadrupel,13.4,,N,Other
1562,zeWbuM,y6n4wX,,Old Fashioned,Wood- and Barrel-Aged Beer,9.0,,N,Other
1563,zeWbuM,2N6K99,,Omnipresence,American-Style Sour Ale,0.0,0.0,N,Ale
1564,zeWbuM,IJeuy7,,Orange Peel Pale Ale,American-Style Pale Ale,5.5,,N,Pale Ale
1565,zeWbuM,dtvEux,,Pacificmost Gose,Contemporary Gose,4.1,,N,Other
1566,zeWbuM,4PnG98,,Pallino Wit Biere,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.6,19.0,N,Other
1567,zeWbuM,a1EmLs,,Pearfigt,American-Style India Pale Ale,6.3,,N,IPA
1568,zeWbuM,K2UDbn,,Permeo,Wood- and Barrel-Aged Sour Beer,6.4,,N,Other
1569,zeWbuM,ndx7rb,,Pernicious IPA,American-Style India Pale Ale,7.3,70.0,N,IPA
1570,zeWbuM,xIvc3U,,Persistence,American-Style Sour Ale,9.0,,N,Ale
1571,zeWbuM,kBjb55,,Pick Me! Pale Ale: Walt's Pick,American-Style Pale Ale,5.2,,N,Pale Ale
1572,zeWbuM,wMD1lE,,Plainsdealer,Wood- and Barrel-Aged Sour Beer,8.0,,N,Other
1573,709vEK,aye7FH,Limited,Points Unknown IPA,Imperial or Double India Pale Ale,9.5,72.0,N,IPA
1574,zeWbuM,egp8Ia,,Pompoen,American-Style Sour Ale,0.0,0.0,N,Ale
1575,zeWbuM,gjW4IZ,,Poperinge Saison,French & Belgian-Style Saison,7.3,49.0,N,Saison
1576,zeWbuM,EFFuAB,Limited,Prevalence,Wood- and Barrel-Aged Sour Beer,7.2,,N,Other
1577,zeWbuM,DYKPfV,Limited,Pumpkin Up The Volume,Pumpkin Beer,7.3,,N,Other
1578,zeWbuM,IoQdqS,,Queen Bee Stout,American-Style Imperial Stout,9.0,30.0,N,Stout
1579,zeWbuM,tKGkbS,,Recurrent,American-Style Sour Ale,0.0,0.0,N,Ale
1580,zeWbuM,aFJgz3,,Red Angel,Wild Beer,7.0,,N,Other
1581,zeWbuM,SbIfw8,,Resonare,American-Style Sour Ale,6.0,,N,Ale
1582,zeWbuM,DT7u89,,Reticent Saison,French & Belgian-Style Saison,6.5,26.0,N,Saison
1583,zeWbuM,XhBZCC,,Reverence,Belgian-Style Pale Ale,,,N,Pale Ale
1584,zeWbuM,92ygKI,,Rubus Viola,American-Style Sour Ale,7.6,25.0,N,Ale
1585,zeWbuM,8pKz4b,,S'mores Stout,American-Style Imperial Stout,9.2,40.0,N,Stout
1586,zeWbuM,igfon5,,Saison V: Chocolate Raspberry,French & Belgian-Style Saison,7.0,,N,Saison
1587,zeWbuM,0lM6gR,,Sandiaca,Wood- and Barrel-Aged Sour Beer,7.6,,N,Other
1588,zeWbuM,J3jwtK,,Sauvage Wine Barrel Saison,French & Belgian-Style Saison,,,N,Saison
1589,zeWbuM,BKjO9U,,Serenity,French & Belgian-Style Saison,5.5,,N,Saison
1590,zeWbuM,6KzIFa,,Serotina,American-Style Sour Ale,8.0,,N,Ale
1591,zeWbuM,cyfIZR,,Silencio,Wood- and Barrel-Aged Sour Beer,7.4,40.0,N,Other
1592,zeWbuM,MVSPEW,,Sir Ryan the Pounder,Session Beer,5.2,60.0,N,Other
1593,zeWbuM,lw0Fyt,,Southern Ambrosia,Fruit Beer,10.0,,N,Other
1594,zeWbuM,mmWBr9,,Super Flare,American-Style India Pale Ale,7.5,,N,IPA
1595,zeWbuM,ypgHpH,,Sweet Talker IPA,American-Style India Pale Ale,4.0,25.0,N,IPA
1596,zeWbuM,uVmHoe,,Terra Locale Appalachia,French & Belgian-Style Saison,7.2,,N,Saison
1597,zeWbuM,Yfvpuf,,Terra Merita,Wood- and Barrel-Aged Sour Beer,5.7,,N,Other
1598,zeWbuM,yXjnTo,,Thirst Puncher Experimental IPA,American-Style India Pale Ale,7.5,,N,IPA
1599,zeWbuM,nMYHKg,,Tributary,French & Belgian-Style Saison,8.8,,N,Saison
1600,zeWbuM,jqyFHC,,Tropicmost Passionfruit Gose,Leipzig-Style Gose,4.1,45.0,N,Other
1601,zeWbuM,b8u1XO,,Tyranny Hoppy Red Ale,Irish-Style Red Ale,7.0,55.0,N,Ale
1602,zeWbuM,l3fbWr,,Tyrant Double Red,Imperial Red Ale,8.5,,N,Ale
1603,zeWbuM,IUcrXz,,Uncle Rick's Pilsner,American-Style Pilsener,5.0,,N,Other
1604,zeWbuM,BSkl9G,,Watermelon Dragonfruit Burst,American-Style Sour Ale,4.5,,N,Ale
1605,zeWbuM,1FgcBI,,Watermelon Saison,French & Belgian-Style Saison,4.7,,N,Saison
1606,zeWbuM,Lbs4gB,,White Angel,Wild Beer,7.3,,N,Other
1607,KDZsJL,pmLdqG,,Wicked City,Chili Pepper Beer,10.5,56.0,N,Other
1608,zeWbuM,Z4HwWZ,Limited,Wicked Weed Lost Toys Blend #1,Wild Beer,6.4,,N,Other
1609,zeWbuM,SZsbMc,,Xibalba,Herb and Spice Beer,8.2,,N,Other
1610,zeWbuM,HjR9Kl,,XII Peach Habanero Saison,French & Belgian-Style Saison,6.6,,N,Saison
1611,zeWbuM,J3EsS0,,XLIV Mango Habanero Saison,French & Belgian-Style Saison,7.3,25.0,N,Saison
1612,zeWbuM,S6ZWR1,,XXXI Saison,French & Belgian-Style Saison,,,N,Saison
1613,rfXHD7,7zB0r4,,201 Central Brett IPA,American-Style India Pale Ale,6.5,,N,IPA
1614,rfXHD7,U73CpH,,American Sour Ale,American-Style Sour Ale,6.5,10.0,N,Ale
1615,rfXHD7,JWq3yU,,American Sour Ale,American-Style Sour Ale,6.5,,N,Ale
1616,rfXHD7,WmuU2i,Limited,Black Powder Imperial Stout,American-Style Imperial Stout,8.4,27.0,N,Stout
1617,rfXHD7,2TcMqe,Year Round,Buckshot Amber Ale,American-Style Amber/Red Ale,4.8,25.0,N,Ale
1618,rfXHD7,96dIC9,Limited,Cannonball Double IPA,Imperial or Double India Pale Ale,8.0,81.0,N,IPA
1619,rfXHD7,0MdvRV,Limited,Coconut Porter,Robust Porter,5.1,,N,Porter
1620,rfXHD7,C9k6hm,Limited,Colony 9,American-Style Stout,5.5,32.0,N,Stout
1621,rfXHD7,O2v7I4,Limited,Darkhorse,Other Belgian-Style Ales,,,N,Other
1622,rfXHD7,AaeMEH,,Diamondback,South German-Style Weizenbock / Weissbock,7.4,,N,Other
1623,rfXHD7,4MirT3,Seasonal,Elm Street,American-Style India Pale Ale,6.4,,N,IPA
1624,rfXHD7,uyfR3N,Spring,Freedom IPA,American-Style India Pale Ale,6.5,70.0,N,IPA
1625,rfXHD7,H73z9W,Year Round,General Stout,American-Style Stout,,,N,Stout
1626,rfXHD7,nqAkXm,Year Round,Guilford Golden Ale,American-Style Amber/Red Ale,3.8,5.0,N,Ale
1627,rfXHD7,ISJ4Wt,,Kings,American-Style Imperial Stout,8.1,,N,Stout
1628,rfXHD7,e9OwR2,,Kriek Lambic,Belgian-Style Fruit Lambic,6.5,,N,Other
1629,rfXHD7,BPTOck,,Lexington Smoked IPA,American-Style India Pale Ale,6.8,68.0,N,IPA
1630,rfXHD7,iUW3Ak,,Lexington Spring IPA,American-Style India Pale Ale,6.8,68.0,N,IPA
1631,rfXHD7,VaQ5dU,,Mt. Mitchell IPA,American-Style India Pale Ale,7.0,,N,IPA
1632,rfXHD7,s1B3ly,,North State Wet Hop IPA,American-Style India Pale Ale,6.8,,N,IPA
1633,rfXHD7,xWIUOu,Limited,Old Fort,American-Style Black Ale,6.8,66.0,N,Ale
1634,rfXHD7,enLB05,Year Round,Old Town Brown,American-Style Brown Ale,4.7,10.0,N,Ale
1635,rfXHD7,lQM6La,Limited,Powerhouse Scotch Wee Heavy,Scottish-Style Heavy Ale,7.8,21.0,N,Ale
1636,rfXHD7,uTBftH,Winter,Red Nose Winter Ale,Herb and Spice Beer,6.8,21.0,N,Other
1637,rfXHD7,ZgFB0w,,Revolution IPA,American-Style India Pale Ale,6.7,,N,IPA
1638,rfXHD7,um1sgK,Limited,Rye IPA,Rye Ale or Lager with or without Yeast,6.5,,N,Other
1639,rfXHD7,YGvY4q,,Rye Saison,French & Belgian-Style Saison,6.5,,N,Saison
1640,rfXHD7,ljCJ8d,Limited,Sons of Liberty,Strong Ale,6.3,,N,Ale
1641,rfXHD7,Q9tYhD,Year Round,Southern Pale Ale,American-Style Pale Ale,5.2,35.0,N,Pale Ale
1642,rfXHD7,X5kgpl,Limited,Swamp Fox,Belgian-Style Blonde Ale,7.5,,N,Ale
1643,rfXHD7,YddKaB,,The Corner Porter,Baltic-Style Porter,8.5,,N,Porter
1644,rfXHD7,EcQBjc,,Thicket Autumn IPA,American-Style India Pale Ale,6.5,60.0,N,IPA
1645,rfXHD7,mSzESx,Limited,Weaver Street 25th Anniversary,French & Belgian-Style Saison,7.2,,N,Saison
1646,rfXHD7,9PTUzC,Limited,Weizenbock,South German-Style Weizenbock / Weissbock,6.5,,N,Other
1647,rfXHD7,UTDLW4,,Wildflower Infused With Blackberry,Belgian-Style White (or Wit) / Belgian-Style Wheat,9.0,,N,Other
1648,rfXHD7,tQmnIx,Year Round,Wildflower Witbier,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.5,7.0,N,Other
1649,rfXHD7,7zB0r4,,201 Central Brett IPA,American-Style India Pale Ale,6.5,,N,IPA
1650,rfXHD7,U73CpH,,American Sour Ale,American-Style Sour Ale,6.5,10.0,N,Ale
1651,rfXHD7,JWq3yU,,American Sour Ale,American-Style Sour Ale,6.5,,N,Ale
1652,rfXHD7,WmuU2i,Limited,Black Powder Imperial Stout,American-Style Imperial Stout,8.4,27.0,N,Stout
1653,rfXHD7,2TcMqe,Year Round,Buckshot Amber Ale,American-Style Amber/Red Ale,4.8,25.0,N,Ale
1654,rfXHD7,96dIC9,Limited,Cannonball Double IPA,Imperial or Double India Pale Ale,8.0,81.0,N,IPA
1655,rfXHD7,0MdvRV,Limited,Coconut Porter,Robust Porter,5.1,,N,Porter
1656,rfXHD7,C9k6hm,Limited,Colony 9,American-Style Stout,5.5,32.0,N,Stout
1657,rfXHD7,O2v7I4,Limited,Darkhorse,Other Belgian-Style Ales,,,N,Other
1658,rfXHD7,AaeMEH,,Diamondback,South German-Style Weizenbock / Weissbock,7.4,,N,Other
1659,rfXHD7,4MirT3,Seasonal,Elm Street,American-Style India Pale Ale,6.4,,N,IPA
1660,rfXHD7,uyfR3N,Spring,Freedom IPA,American-Style India Pale Ale,6.5,70.0,N,IPA
1661,rfXHD7,H73z9W,Year Round,General Stout,American-Style Stout,,,N,Stout
1662,rfXHD7,nqAkXm,Year Round,Guilford Golden Ale,American-Style Amber/Red Ale,3.8,5.0,N,Ale
1663,rfXHD7,ISJ4Wt,,Kings,American-Style Imperial Stout,8.1,,N,Stout
1664,rfXHD7,e9OwR2,,Kriek Lambic,Belgian-Style Fruit Lambic,6.5,,N,Other
1665,rfXHD7,BPTOck,,Lexington Smoked IPA,American-Style India Pale Ale,6.8,68.0,N,IPA
1666,rfXHD7,iUW3Ak,,Lexington Spring IPA,American-Style India Pale Ale,6.8,68.0,N,IPA
1667,rfXHD7,VaQ5dU,,Mt. Mitchell IPA,American-Style India Pale Ale,7.0,,N,IPA
1668,rfXHD7,s1B3ly,,North State Wet Hop IPA,American-Style India Pale Ale,6.8,,N,IPA
1669,rfXHD7,xWIUOu,Limited,Old Fort,American-Style Black Ale,6.8,66.0,N,Ale
1670,rfXHD7,enLB05,Year Round,Old Town Brown,American-Style Brown Ale,4.7,10.0,N,Ale
1671,rfXHD7,lQM6La,Limited,Powerhouse Scotch Wee Heavy,Scottish-Style Heavy Ale,7.8,21.0,N,Ale
1672,rfXHD7,uTBftH,Winter,Red Nose Winter Ale,Herb and Spice Beer,6.8,21.0,N,Other
1673,rfXHD7,ZgFB0w,,Revolution IPA,American-Style India Pale Ale,6.7,,N,IPA
1674,rfXHD7,um1sgK,Limited,Rye IPA,Rye Ale or Lager with or without Yeast,6.5,,N,Other
1675,rfXHD7,YGvY4q,,Rye Saison,French & Belgian-Style Saison,6.5,,N,Saison
1676,rfXHD7,ljCJ8d,Limited,Sons of Liberty,Strong Ale,6.3,,N,Ale
1677,rfXHD7,Q9tYhD,Year Round,Southern Pale Ale,American-Style Pale Ale,5.2,35.0,N,Pale Ale
1678,rfXHD7,X5kgpl,Limited,Swamp Fox,Belgian-Style Blonde Ale,7.5,,N,Ale
1679,rfXHD7,YddKaB,,The Corner Porter,Baltic-Style Porter,8.5,,N,Porter
1680,rfXHD7,EcQBjc,,Thicket Autumn IPA,American-Style India Pale Ale,6.5,60.0,N,IPA
1681,rfXHD7,mSzESx,Limited,Weaver Street 25th Anniversary,French & Belgian-Style Saison,7.2,,N,Saison
1682,rfXHD7,9PTUzC,Limited,Weizenbock,South German-Style Weizenbock / Weissbock,6.5,,N,Other
1683,rfXHD7,UTDLW4,,Wildflower Infused With Blackberry,Belgian-Style White (or Wit) / Belgian-Style Wheat,9.0,,N,Other
1684,rfXHD7,tQmnIx,Year Round,Wildflower Witbier,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.5,7.0,N,Other
1685,ueswRW,f2WlvH,,10W-40,American-Style Imperial Stout,8.0,,N,Stout
1686,ueswRW,I98Blj,,10W-40 Bourbon Barrel-Aged,American-Style Imperial Stout,8.0,,N,Stout
1687,ueswRW,FrEN9w,,"2nd Anniversary ""Hoppy Wheat""",American-Style Wheat Beer,,,N,Wheat Beer
1688,ueswRW,bB0qi3,,Aerialist Summer Lager,Vienna-Style Lager,5.5,25.0,N,Lager
1689,ueswRW,oIBZzq,,Almost West IPA,American-Style India Pale Ale,6.8,60.0,N,IPA
1690,ueswRW,dSgPmn,Seasonal,Amaize IPA,American-Style India Pale Ale,6.0,,N,IPA
1691,ueswRW,i2ZBkp,Limited,Apricot Blonde,Fruit Beer,4.6,,N,Other
1692,ueswRW,8Qr3Mi,Seasonal,Barrel Aged Russian Imperial Stout,American-Style Imperial Stout,8.5,,N,Stout
1693,ueswRW,SDjkMR,Year Round,Bed of Nails Brown Ale,American-Style Brown Ale,6.1,,N,Ale
1694,Jt43j7,13hF2A,,Belgian Stout,American-Style Stout,7.0,,N,Stout
1695,ueswRW,XiIFUD,,Blonde Brunch Stout,Specialty Stouts,4.8,,N,Other
1696,ueswRW,uSbShV,,Blonde Wheat Bock,Traditional German-Style Bock,7.2,,N,Other
1697,ueswRW,nTeeCG,,Blood Orange IPA,American-Style India Pale Ale,5.3,,N,IPA
1698,ueswRW,8kZguj,,Brett IPA,American-Style India Pale Ale,7.5,30.0,N,IPA
1699,ueswRW,aNOv2f,Year Round,Citra Gose,Contemporary Gose,4.5,15.0,N,Other
1700,ueswRW,7jNv3U,,Dark Berry Sour,American-Style Sour Ale,6.9,,N,Ale
1701,ueswRW,h0uupU,,Death Defying Spring Ale,Belgian-Style Pale Ale,6.0,,N,Pale Ale
1702,ueswRW,751knZ,Limited,Double Hi-Pitch Mosaic IPA,Imperial or Double India Pale Ale,9.0,95.0,N,IPA
1703,ueswRW,bG2xmC,,Dry-Hopped Belgian Style Ale,American-Style Strong Pale Ale,7.5,,N,Pale Ale
1704,ueswRW,OCCAO9,Limited,El Dorado Dry Hopped Dark Saison,French & Belgian-Style Saison,8.2,,N,Saison
1705,ueswRW,wOOzgL,,Enchanter Baltic Porter,Baltic-Style Porter,8.5,,N,Porter
1706,ueswRW,9kMft4,,Flanders Red,Belgian-Style Flanders Oud Bruin or Oud Red Ales,5.8,,N,Other
1707,ueswRW,HMFa4i,,Foeder Brett Saison,French & Belgian-Style Saison,6.5,,N,Saison
1708,ueswRW,pc1sUJ,,German Chocolate Cupcake 10W-40,American-Style Imperial Stout,8.0,,N,Stout
1709,ueswRW,QHPrFf,,Gimme The Brut,Imperial or Double India Pale Ale,8.0,20.0,N,IPA
1710,ueswRW,dMlrxg,,Gin BA Juniper Saison,French & Belgian-Style Saison,4.9,,N,Saison
1711,ueswRW,XgsAuh,,Gin Fizz Juniper Berry Saison,French & Belgian-Style Saison,8.15,,N,Saison
1712,ueswRW,rXLciR,,Gose,Contemporary Gose,4.2,,N,Other
1713,ueswRW,4qHTcJ,,Happy New Beer,American-Style Amber/Red Ale,7.6,,N,Ale
1714,ueswRW,KHWhkO,,Hazy & Juicy & Hoppy & Fresh IPA,American-Style India Pale Ale,7.5,,N,IPA
1715,ueswRW,pu0wD0,Year Round,Hi-Pitch IPA,American-Style India Pale Ale,6.7,61.0,N,IPA
1716,ueswRW,J3QYbp,,Hi-Pitch Mosaic IPA,American-Style India Pale Ale,6.7,55.0,N,IPA
1717,BqFigo,9Rm0Jg,,Hi-Wire Collaboration Pack Dark Coffee Lager,Coffee-Flavored Beer,5.5,,N,Other
1718,ueswRW,dPqGdl,,Hi-Wire Collaboration Pack Tropical Saison,French & Belgian-Style Saison,6.2,,N,Saison
1719,ueswRW,4XSYVs,Year Round,Hi-Wire Lager,American-Style Pilsener,4.6,,N,Other
1720,ueswRW,3JY5X8,,Hibiscus and White Grape Saison,French & Belgian-Style Saison,8.0,,N,Saison
1721,ueswRW,WNHPdt,,Hop Circus Vol 5. Tropical White IPA,American-Style India Pale Ale,6.0,30.0,N,IPA
1722,ueswRW,dUALQ9,,Hop Circus Vol. 1,American-Style India Pale Ale,4.8,,N,IPA
1723,ueswRW,Fnt9Za,,Hop Circus Vol. 2,American-Style India Pale Ale,7.0,,N,IPA
1724,ueswRW,ZGQQSI,,Hop Circus Vol. 6 Lemondrop And Amarillo,American-Style India Pale Ale,6.0,30.0,N,IPA
1725,ueswRW,E6sZVg,,Hoppy Pilsner,American-Style Pilsener,5.5,35.0,N,Other
1726,ueswRW,Jdv99S,,Horchata 10W-40,American-Style Imperial Stout,8.0,60.0,N,Stout
1727,ueswRW,Bs39Zy,,Horchata Sour,American-Style Sour Ale,8.8,,N,Ale
1728,ueswRW,ixcAFu,,House English Bitter,Ordinary Bitter,5.0,30.0,N,Other
1729,ueswRW,n1xK00,,Hurricane Gose,Contemporary Gose,6.0,,N,Other
1730,ueswRW,UKAXx2,,Imperial Milk Stout,Sweet or Cream Stout,12.0,25.0,N,Stout
1731,EYuZg3,1yTOcy,,Intercontinental Contemporary Pilsner,German-Style Pilsener,5.0,,N,Other
1732,ueswRW,I8seY4,,Irish Stout,Classic Irish-Style Dry Stout,4.5,,N,Stout
1733,ueswRW,lsTMEi,Seasonal,Lion Tamer Red Rye IPA,Rye Ale or Lager with or without Yeast,7.0,90.0,N,Other
1734,ueswRW,6dtM6T,Year Round,Lo-Pitch Juicy,Session India Pale Ale,4.9,35.0,N,IPA
1735,ueswRW,LHKyPL,,Maibock,German-Style Heller Bock/Maibock,7.0,,N,Other
1736,ueswRW,s7bxj1,,Man Eater,Imperial or Double India Pale Ale,8.3,93.0,N,IPA
1737,ueswRW,gMa2GB,,Mango IPA,American-Style India Pale Ale,5.0,,N,IPA
1738,ueswRW,IbUysW,,mtns to sea,Robust Porter,7.0,,N,Porter
1739,1cfDau,N9i93N,,No Coast IPA,American-Style India Pale Ale,6.7,55.0,N,IPA
1740,ueswRW,obHK0Y,,Orange Meringue,Leipzig-Style Gose,4.2,,N,Other
1741,ueswRW,GHejZH,,Palo Santo 10W-40,Imperial or Double India Pale Ale,8.0,,N,IPA
1742,ueswRW,wFnPUn,,Pink Drink,American-Style Sour Ale,4.2,,N,Ale
1743,ueswRW,X31566,,Porter w/Figs & Molasses,Brown Porter,7.0,,N,Porter
1744,ueswRW,DaI83Z,Year Round,Prime Time Pale Ale,American-Style Pale Ale,5.5,37.0,N,Pale Ale
1745,ueswRW,QWxPpa,,Pulcinella,American-Style Imperial Stout,9.0,50.0,N,Stout
1746,ueswRW,xb3mYm,,Pumpkin Lager,Pumpkin Beer,6.0,20.0,N,Other
1747,ueswRW,ODZfaR,,Purple Punch,Fruit Beer,4.2,,N,Other
1748,ueswRW,mxh6HS,Limited,Ringmaster's Reserve: Raspberry Wheat Wine,American-Style Wheat Wine Ale,13.0,,N,Ale
1749,ueswRW,3BdFwj,,Rosé Ale,Fruit Beer,4.6,,N,Other
1750,ueswRW,mLl9Th,,Rye Pilsner,American-Style Pilsener,,,N,Other
1751,ueswRW,4oWj4g,,S'mores Porter,Robust Porter,6.0,,N,Porter
1752,fe44im,O2Ku6I,,Saaz SMASH Pilsner,American-Style Pilsener,5.0,,N,Other
1753,ueswRW,gqqghC,,Salted Maple 10W-40,Imperial or Double India Pale Ale,8.0,,N,IPA
1754,ueswRW,Oajx9s,,Smoked Mexican-style Lager,American-Style Lager,4.9,,N,Lager
1755,ueswRW,fx3OIQ,,Sour Pumpkin,American-Style Sour Ale,8.6,,N,Ale
1756,ueswRW,7ntfzh,,Sour Vintage Ale,Wood- and Barrel-Aged Sour Beer,8.1,5.0,N,Other
1757,ueswRW,QlUpWr,,Southern Hemisphere,American-Style India Pale Ale,7.1,,N,IPA
1758,ueswRW,H1IY70,Winter,Strongman Coffee Milk Stout,Sweet or Cream Stout,5.3,,N,Stout
1759,ueswRW,oj9aDj,,Strongman Raspberry Mocha,Sweet or Cream Stout,5.3,,N,Stout
1760,ueswRW,Agta1V,Spring,The Contortionist,American-Style Black Ale,6.0,84.0,N,Ale
1761,ueswRW,ZF2vG0,,Traditional Belgian Saison,French & Belgian-Style Saison,4.9,,N,Saison
1762,ueswRW,1SIsrj,,Tropical Fruit Golden Strong,Strong Ale,11.3,,N,Ale
1763,ueswRW,cXT2oV,,Tropical Sour Weisse,American-Style Sour Ale,4.2,,N,Ale
1764,ueswRW,zOiEQA,,Twice As Nice,German-Style Doppelbock,10.0,,N,Other
